code,code50,Name_Fi,Name_Sv,Name_AltGen,Name_Alt,province_Fi,province_Sv,Status,Urban,grouperMLK,grouperAll
980,31055.0,Ylöjärvi,,Ylöjärvi kla,Ylöjärven kla,Hämeen lääni,Tavastehus län,Remain,1.0,980.0,980.0
981,31056.0,Ypäjä,,,Perttula,Hämeen lääni,Tavastehus län,Remain,0.0,981.0,981.0
285,40010.0,Kotka,,,,Kymen lääni,Kymmene län,Remain,1.0,285.0,311.0
75,40020.0,Hamina,Fredrikshamn,,,Kymen lääni,Kymmene län,Remain,1.0,75.0,75.0
405,40030.0,Lappeenranta,Villmanstrand,Willmanstrand,,Kymen lääni,Kymmene län,Remain,1.0,405.0,404.0
153,40110.0,Imatra,,Imatra kla,Imatran kla,Kymen lääni,Kymmene län,Remain,1.0,153.0,153.0
201,40120.0,Karhula,,,,Kymen lääni,Kymmene län,Remain,1.0,201.0,311.0
286,40130.0,Kouvola,,Kouvola kla,Kouvolan kla,Kymen lääni,Kymmene län,Remain,1.0,286.0,286.0
411,40140.0,Lauritsala,,Lauritsala kla,Lauritsalan kla,Kymen lääni,Kymmene län,Remain,1.0,411.0,404.0
12,41001.0,Anjala,,,,Kymen lääni,Kymmene län,Remain,0.0,12.0,12.0
44,41002.0,Elimäki,,,,Kymen lääni,Kymmene län,Remain,0.0,44.0,44.0
70,41003.0,Haapasaari,Aspö,,,Kymen lääni,Kymmene län,Remain,0.0,70.0,70.0
142,41004.0,Iitti,,,,Kymen lääni,Kymmene län,Remain,0.0,142.0,142.0
163,41005.0,Jaala,,,,Kymen lääni,Kymmene län,Remain,0.0,163.0,163.0
173,41006.0,Joutseno,,,,Kymen lääni,Kymmene län,Remain,0.0,173.0,173.0
306,41007.0,Kuusankoski,,,,Kymen lääni,Kymmene län,Remain,0.0,306.0,306.0
311,41008.0,Kymi,Kymmene,,,Kymen lääni,Kymmene län,Remain,0.0,311.0,311.0
404,41009.0,Lappee,,,,Kymen lääni,Kymmene län,Remain,0.0,404.0,404.0
416,41010.0,Lemi,,,,Kymen lääni,Kymmene län,Remain,0.0,416.0,416.0
441,41011.0,Luumäki,,,,Kymen lääni,Kymmene län,Remain,0.0,441.0,441.0
489,41012.0,Miehikkälä,,,,Kymen lääni,Kymmene län,Remain,0.0,489.0,489.0
539,241013.0,Nuijamaa,,,,Viipurin lääni,Viborgs län,Partially_Ceded,0.0,539.0,539.0
580,241014.0,Parikkala,,,,Viipurin lääni,Viborgs län,Partially_Ceded,0.0,580.0,580.0
624,41015.0,Pyhtää,Pyttis,,,Kymen lääni,Kymmene län,Remain,0.0,624.0,624.0
689,241016.0,Rautjärvi,,,Rantjärvi,Viipurin lääni,Viborgs län,Partially_Ceded,0.0,689.0,689.0
700,41017.0,Ruokolahti,,,,Kymen lääni,Kymmene län,Remain,0.0,700.0,153.0
728,241018.0,Saari,,,,Viipurin lääni,Viborgs län,Partially_Ceded,0.0,728.0,728.0
739,41019.0,Savitaipale,,,,Kymen lääni,Kymmene län,Remain,0.0,739.0,739.0
752,241020.0,Simpele,,,,Viipurin lääni,Viborgs län,Partially_Ceded,0.0,752.0,752.0
754,41021.0,Sippola,,,,Kymen lääni,Kymmene län,Remain,0.0,754.0,754.0
775,41022.0,Suomenniemi,,,,Kymen lääni,Kymmene län,Remain,0.0,775.0,775.0
831,41023.0,Taipalsaari,,,,Kymen lääni,Kymmene län,Remain,0.0,831.0,831.0
891,241024.0,Uukuniemi,,,,Viipurin lääni,Viborgs län,Partially_Ceded,0.0,891.0,891.0
909,41025.0,Valkeala,,,,Kymen lääni,Kymmene län,Remain,0.0,286.0,286.0
917,41026.0,Vehkalahti,,,,Kymen lääni,Kymmene län,Remain,0.0,75.0,75.0
935,241027.0,Virolahti,,,,Viipurin lääni,Viborgs län,Partially_Ceded,0.0,935.0,935.0
978,241028.0,Ylämaa,,,,Viipurin lääni,Viborgs län,Partially_Ceded,0.0,978.0,978.0
491,50010.0,Mikkeli,St_Michel,,,Mikkelin lääni,St Michels län,Remain,1.0,491.0,491.0
88,50020.0,Heinola,,,,Mikkelin lääni,St Michels län,Remain,1.0,88.0,88.0
740,50030.0,Savonlinna,Nyslott,,Savolinna,Mikkelin lääni,St Michels län,Remain,1.0,740.0,740.0
593,50110.0,Pieksämäki,Pieksämän kla,Pieksämäki kla,Pieksämäen kla,Mikkelin lääni,St Michels län,Remain,1.0,593.0,593.0
14,51001.0,Anttola,,,,Mikkelin lääni,St Michels län,Remain,0.0,14.0,14.0
46,51002.0,Enonkoski,,,,Mikkelin lääni,St Michels län,Remain,0.0,46.0,46.0
81,51003.0,Hartola,,,,Mikkelin lääni,St Michels län,Remain,0.0,81.0,81.0
85,51004.0,Haukivuori,,,,Mikkelin lääni,St Michels län,Remain,0.0,85.0,85.0
89,51005.0,Heinolan mlk,Heinola lk,Heinola mlk,,Mikkelin lääni,St Michels län,Remain,0.0,88.0,88.0
90,51006.0,Heinävesi,,,,Mikkelin lääni,St Michels län,Remain,0.0,90.0,90.0
97,51007.0,Hirvensalmi,,,,Mikkelin lääni,St Michels län,Remain,0.0,97.0,97.0
171,51008.0,Joroinen,Jorois,,,Mikkelin lääni,St Michels län,Remain,0.0,171.0,171.0
172,51009.0,Joutsa,,,,Mikkelin lääni,St Michels län,Remain,0.0,172.0,172.0
178,51010.0,Juva,Jockas,,,Mikkelin lääni,St Michels län,Remain,0.0,178.0,178.0
184,51011.0,Jäppilä,,,,Mikkelin lääni,St Michels län,Remain,0.0,184.0,184.0
212,51012.0,Kangaslampi,,,,Mikkelin lääni,St Michels län,Remain,0.0,212.0,212.0
213,51013.0,Kangasniemi,,,,Mikkelin lääni,St Michels län,Remain,0.0,213.0,213.0
246,51014.0,Kerimäki,,,,Mikkelin lääni,St Michels län,Remain,0.0,246.0,246.0
415,51015.0,Leivonmäki,,,,Mikkelin lääni,St Michels län,Remain,0.0,415.0,415.0
435,51016.0,Luhanka,,,,Mikkelin lääni,St Michels län,Remain,0.0,435.0,435.0
492,51017.0,Mikkelin mlk,St_Michels lk,Mikkeli mlk,,Mikkelin lääni,St Michels län,Remain,0.0,491.0,491.0
507,51018.0,Mäntyharju,,,,Mikkelin lääni,St Michels län,Remain,0.0,507.0,507.0
588,51019.0,Pertunmaa,,,,Mikkelin lääni,St Michels län,Remain,0.0,588.0,588.0
594,51020.0,Pieksämäen mlk,Pieksämäki lk,Pieksämäki mlk,,Mikkelin lääni,St Michels län,Remain,0.0,593.0,593.0
618,51021.0,Punkaharju,,,,Mikkelin lääni,St Michels län,Remain,0.0,618.0,618.0
623,51022.0,Puumala,,,,Mikkelin lääni,St Michels län,Remain,0.0,623.0,623.0
681,51023.0,Rantasalmi,,,,Mikkelin lääni,St Michels län,Remain,0.0,681.0,681.0
696,51024.0,Ristiina,,,,Mikkelin lääni,St Michels län,Remain,0.0,696.0,696.0
741,51025.0,Savonranta,,,,Mikkelin lääni,St Michels län,Remain,0.0,741.0,741.0
768,51026.0,Sulkava,,,,Mikkelin lääni,St Michels län,Remain,0.0,768.0,768.0
781,51027.0,Sysmä,,,,Mikkelin lääni,St Michels län,Remain,0.0,781.0,781.0
789,51028.0,Sääminki,,,,Mikkelin lääni,St Michels län,Remain,0.0,740.0,740.0
937,51029.0,Virtasalmi,,,,Mikkelin lääni,St Michels län,Remain,0.0,937.0,937.0
297,60010.0,Kuopio,,,,Kuopion lääni,Kuopio län,Remain,1.0,297.0,297.0
140,60020.0,Iisalmi,,,,Kuopion lääni,Kuopio län,Remain,1.0,140.0,140.0
167,60030.0,Joensuu,,,,Kuopion lääni,Kuopio län,Remain,1.0,167.0,167.0
422,60110.0,Lieksa,,Lieksa kla,Lieksan kla,Kuopion lääni,Kuopio län,Remain,1.0,422.0,597.0
541,60120.0,Nurmes,,Nurmes kla,Nurmeksen kla,Kuopion lääni,Kuopio län,Remain,1.0,541.0,541.0
915,60130.0,Varkaus,,Varkaus kla,Varkauden kla,Kuopion lääni,Kuopio län,Remain,1.0,915.0,915.0
45,61001.0,Eno,,,,Kuopion lääni,Kuopio län,Remain,0.0,45.0,45.0
77,61002.0,Hankasalmi,,,,Kuopion lääni,Kuopio län,Remain,0.0,77.0,77.0
141,61003.0,Iisalmen mlk,,Iisalmi mlk,,Kuopion lääni,Kuopio län,Remain,0.0,140.0,140.0
146,261004.0,Ilomantsi,Ilomants,,,Kuopion lääni,Kuopio län,Partially_Ceded,0.0,146.0,146.0
174,61005.0,Juankoski,,,Juuankoski,Kuopion lääni,Kuopio län,Remain,0.0,174.0,174.0
176,61006.0,Juuka,,,,Kuopion lääni,Kuopio län,Remain,0.0,176.0,176.0
204,61007.0,Kaavi,,,,Kuopion lääni,Kuopio län,Remain,0.0,204.0,204.0
227,61008.0,Karttula,,,,Kuopion lääni,Kuopio län,Remain,0.0,227.0,227.0
239,61009.0,Keitele,,,,Kuopion lääni,Kuopio län,Remain,0.0,239.0,239.0
248,61010.0,Kesälahti,,,,Kuopion lääni,Kuopio län,Remain,0.0,248.0,248.0
251,61011.0,Kiihtelysvaara,,,,Kuopion lääni,Kuopio län,Remain,0.0,251.0,251.0
260,261012.0,Kitee,,,,Kuopion lääni,Kuopio län,Partially_Ceded,0.0,260.0,260.0
263,61013.0,Kiuruvesi,,,,Kuopion lääni,Kuopio län,Remain,0.0,263.0,263.0
275,61014.0,Konnevesi,,,,Kuopion lääni,Kuopio län,Remain,0.0,275.0,275.0
276,61015.0,Kontiolahti,,,,Kuopion lääni,Kuopio län,Remain,0.0,276.0,276.0
298,61016.0,Kuopion mlk,,Kuopio mlk,,Kuopion lääni,Kuopio län,Remain,0.0,297.0,297.0
309,61017.0,Kuusjärvi,,,Outokumpu,Kuopion lääni,Kuopio län,Remain,0.0,309.0,309.0
402,61018.0,Lapinlahti,,,,Kuopion lääni,Kuopio län,Remain,0.0,402.0,402.0
420,61019.0,Leppävirta,,,,Kuopion lääni,Kuopio län,Remain,0.0,420.0,420.0
426,61020.0,Liperi,Libelits,,,Kuopion lääni,Kuopio län,Remain,0.0,426.0,426.0
476,61021.0,Maaninka,,,,Kuopion lääni,Kuopio län,Remain,0.0,476.0,476.0
502,61022.0,Muuruvesi,,,,Kuopion lääni,Kuopio län,Remain,0.0,502.0,502.0
534,61023.0,Nilsiä,,,,Kuopion lääni,Kuopio län,Remain,0.0,534.0,534.0
542,61024.0,Nurmeksen mlk,Nurmes lk,Nurmes mlk,,Kuopion lääni,Kuopio län,Remain,0.0,541.0,541.0
595,61025.0,Pielavesi,,,,Kuopion lääni,Kuopio län,Remain,0.0,595.0,595.0
596,61026.0,Pielisensuu,,,,Kuopion lääni,Kuopio län,Remain,0.0,596.0,167.0
597,61027.0,Pielisjärvi,,,,Kuopion lääni,Kuopio län,Remain,0.0,597.0,597.0
607,61028.0,Polvijärvi,,,,Kuopion lääni,Kuopio län,Remain,0.0,607.0,607.0
632,61029.0,Pyhäselkä,,,,Kuopion lääni,Kuopio län,Remain,0.0,632.0,632.0
686,61030.0,Rautalampi,,,,Kuopion lääni,Kuopio län,Remain,0.0,686.0,686.0
687,61031.0,Rautavaara,,,,Kuopion lääni,Kuopio län,Remain,0.0,687.0,687.0
695,61032.0,Riistavesi,,,,Kuopion lääni,Kuopio län,Remain,0.0,695.0,695.0
707,61033.0,Rääkkylä,,,,Kuopion lääni,Kuopio län,Remain,0.0,707.0,707.0
749,61034.0,Siilinjärvi,,,,Kuopion lääni,Kuopio län,Remain,0.0,749.0,749.0
762,61035.0,Sonkajärvi,,,,Kuopion lääni,Kuopio län,Remain,0.0,762.0,762.0
778,61036.0,Suonenjoki,,,Suonnejoki,Kuopion lääni,Kuopio län,Remain,0.0,778.0,778.0
786,61037.0,Säyneinen,,,,Kuopion lääni,Kuopio län,Remain,0.0,786.0,786.0
844,61038.0,Tervo,,,,Kuopion lääni,Kuopio län,Remain,0.0,844.0,844.0
848,61039.0,Tohmajärvi,,,,Kuopion lääni,Kuopio län,Remain,0.0,848.0,848.0
856,61040.0,Tuupovaara,,,Kovero,Kuopion lääni,Kuopio län,Remain,0.0,856.0,856.0
857,61041.0,Tuusniemi,,,,Kuopion lääni,Kuopio län,Remain,0.0,857.0,857.0
911,61042.0,Valtimo,,,,Kuopion lääni,Kuopio län,Remain,0.0,911.0,911.0
916,61043.0,Varpaisjärvi,,,,Kuopion lääni,Kuopio län,Remain,0.0,916.0,916.0
919,61044.0,Vehmersalmi,,,,Kuopion lääni,Kuopio län,Remain,0.0,919.0,919.0
921,61045.0,Vesanto,,,,Kuopion lääni,Kuopio län,Remain,0.0,921.0,921.0
925,61046.0,Vieremä,,,,Kuopion lääni,Kuopio län,Remain,0.0,925.0,925.0
943,261047.0,Värtsilä,,,,Kuopion lääni,Kuopio län,Partially_Ceded,0.0,943.0,943.0
905,70010.0,Vaasa,Vasa,,,Vaasan lääni,Vasa län,Remain,1.0,905.0,905.0
179,70020.0,Jyväskylä,,,,Vaasan lääni,Vasa län,Remain,1.0,179.0,179.0
231,70030.0,Kaskinen,Kaskö,,,Vaasan lääni,Vasa län,Remain,1.0,231.0,231.0
272,70040.0,Kokkola,Gamlakarleby,,,Vaasan lääni,Vasa län,Remain,1.0,272.0,272.0
287,70050.0,Kristiinankaupunki,Kristinestad,Kristiinankaupunki kla,Kristiinankaupungin kla,Vaasan lääni,Vasa län,Remain,1.0,287.0,287.0
598,70060.0,Pietarsaari,Jakobstad,,,Vaasan lääni,Vasa län,Remain,1.0,598.0,598.0
893,70070.0,Uusikaarlepyy,Nykarleby,,Uusikaarleby,Vaasan lääni,Vasa län,Remain,1.0,893.0,893.0
743,70110.0,Seinäjoki,,Seinäjoki kla,Seinäjoen kla,Vaasan lääni,Vasa län,Remain,1.0,743.0,743.0
774,70120.0,Suolahti,,Suolahti kla,Suolahden kla,Vaasan lääni,Vasa län,Remain,1.0,992.0,992.0
992,70130.0,Äänekoski,,Äänekoski kla,Äänekosken kla,Vaasan lääni,Vasa län,Remain,1.0,992.0,992.0
4,71001.0,Alahärmä,,,Ahla härmä,Vaasan lääni,Vasa län,Remain,0.0,4.0,4.0
5,71002.0,Alajärvi,,,,Vaasan lääni,Vasa län,Remain,0.0,5.0,5.0
8,71003.0,Alaveteli,Nedervetil,,,Vaasan lääni,Vasa län,Remain,0.0,8.0,8.0
10,71004.0,Alavus,Alavo,,,Vaasan lääni,Vasa län,Remain,0.0,10.0,10.0
32,71005.0,Bergö,Bergöö,,,Vaasan lääni,Vasa län,Remain,0.0,32.0,32.0
33,71006.0,Björköby,,,Björkby,Vaasan lääni,Vasa län,Remain,0.0,33.0,679.0
52,71007.0,Evijärvi,,,,Vaasan lääni,Vasa län,Remain,0.0,52.0,52.0
74,71008.0,Halsua,,,,Vaasan lääni,Vasa län,Remain,0.0,74.0,74.0
95,71009.0,Himanka,,,,Vaasan lääni,Vasa län,Remain,0.0,95.0,95.0
145,71010.0,Ilmajoki,,,,Vaasan lääni,Vasa län,Remain,0.0,145.0,145.0
151,71011.0,Isojoki,Storå,,,Vaasan lääni,Vasa län,Remain,0.0,151.0,151.0
152,71012.0,Isokyrö,Storkyro,,,Vaasan lääni,Vasa län,Remain,0.0,152.0,152.0
164,71013.0,Jalasjärvi,,,,Vaasan lääni,Vasa län,Remain,0.0,164.0,164.0
166,71014.0,Jepua,Jeppo,,,Vaasan lääni,Vasa län,Remain,0.0,166.0,166.0
175,71015.0,Jurva,,,,Vaasan lääni,Vasa län,Remain,0.0,175.0,175.0
180,71016.0,Jyväskylän mlk,Jyväskylä lk,Jyväskylä mlk,,Vaasan lääni,Vasa län,Remain,0.0,179.0,179.0
203,71017.0,Kaarlela,Karleby,Kokkolan mlk,,Vaasan lääni,Vasa län,Remain,0.0,203.0,203.0
216,71018.0,Kannonkoski,,,,Vaasan lääni,Vasa län,Remain,0.0,216.0,265.0
217,71019.0,Kannus,,,,Vaasan lääni,Vasa län,Remain,0.0,217.0,217.0
218,71020.0,Karijoki,Bötom,,,Vaasan lääni,Vasa län,Remain,0.0,218.0,218.0
226,71021.0,Karstula,,,,Vaasan lääni,Vasa län,Remain,0.0,226.0,226.0
232,71022.0,Kauhajoki,,,,Vaasan lääni,Vasa län,Remain,0.0,232.0,232.0
233,71023.0,Kauhava,,,,Vaasan lääni,Vasa län,Remain,0.0,233.0,233.0
236,71024.0,Kaustinen,Kaustby,,,Vaasan lääni,Vasa län,Remain,0.0,236.0,236.0
249,71025.0,Keuruu,,,Keuru,Vaasan lääni,Vasa län,Remain,0.0,249.0,249.0
256,71026.0,Kinnula,,,,Vaasan lääni,Vasa län,Remain,0.0,256.0,256.0
265,71027.0,Kivijärvi,,,,Vaasan lääni,Vasa län,Remain,0.0,265.0,265.0
270,71028.0,Koivulahti,Kvevlax,Kvevlaks,,Vaasan lääni,Vasa län,Remain,0.0,270.0,270.0
274,71029.0,Konginkangas,,,,Vaasan lääni,Vasa län,Remain,0.0,274.0,274.0
280,71030.0,Korsnäs,,,Korsnääsi,Vaasan lääni,Vasa län,Remain,0.0,280.0,280.0
281,71031.0,Kortesjärvi,,,,Vaasan lääni,Vasa län,Remain,0.0,281.0,281.0
288,71032.0,Kruunupyy,Kronoby,,,Vaasan lääni,Vasa län,Remain,0.0,288.0,288.0
300,71033.0,Kuortane,,,,Vaasan lääni,Vasa län,Remain,0.0,300.0,300.0
301,71034.0,Kurikka,,,,Vaasan lääni,Vasa län,Remain,0.0,301.0,301.0
312,71035.0,Kyyjärvi,,,,Vaasan lääni,Vasa län,Remain,0.0,312.0,226.0
315,71036.0,Kälviä,,,,Vaasan lääni,Vasa län,Remain,0.0,315.0,315.0
399,71037.0,Laihia,,,,Vaasan lääni,Vasa län,Remain,0.0,399.0,399.0
403,71038.0,Lappajärvi,,,,Vaasan lääni,Vasa län,Remain,0.0,403.0,403.0
408,71039.0,Lapua,Lappo,,,Vaasan lääni,Vasa län,Remain,0.0,408.0,408.0
409,71040.0,Lapväärtti,Lappfjärd,,Lapväärti,Vaasan lääni,Vasa län,Remain,0.0,409.0,409.0
410,71041.0,Laukaa,,,,Vaasan lääni,Vasa län,Remain,0.0,410.0,410.0
414,71042.0,Lehtimäki,,,,Vaasan lääni,Vasa län,Remain,0.0,414.0,414.0
421,71043.0,Lestijärvi,,,,Vaasan lääni,Vasa län,Remain,0.0,421.0,421.0
429,71044.0,Lohtaja,,,,Vaasan lääni,Vasa län,Remain,0.0,429.0,429.0
440,71045.0,Luoto,Larsmo,,,Vaasan lääni,Vasa län,Remain,0.0,440.0,440.0
475,71046.0,Maalahti,Malax,Malaks,,Vaasan lääni,Vasa län,Remain,0.0,475.0,475.0
479,71047.0,Maksamaa,Maxmo,,,Vaasan lääni,Vasa län,Remain,0.0,479.0,479.0
495,71048.0,Multia,,,,Vaasan lääni,Vasa län,Remain,0.0,495.0,495.0
496,71049.0,Munsala,,,,Vaasan lääni,Vasa län,Remain,0.0,496.0,496.0
499,71050.0,Mustasaari,Korsholm,,,Vaasan lääni,Vasa län,Remain,0.0,499.0,499.0
544,71051.0,Nurmo,,,,Vaasan lääni,Vasa län,Remain,0.0,544.0,544.0
545,71052.0,Närpiö,Närpes,,,Vaasan lääni,Vasa län,Remain,0.0,545.0,545.0
559,71053.0,Oravainen,Oravais,,,Vaasan lääni,Vasa län,Remain,0.0,559.0,559.0
584,71054.0,Perho,,,,Vaasan lääni,Vasa län,Remain,0.0,584.0,584.0
589,71055.0,Peräseinäjoki,,,,Vaasan lääni,Vasa län,Remain,0.0,589.0,589.0
590,71056.0,Petolahti,Petalax,Petalaks,,Vaasan lääni,Vasa län,Remain,0.0,590.0,590.0
592,71057.0,Petäjävesi,,,,Vaasan lääni,Vasa län,Remain,0.0,592.0,592.0
599,71058.0,Pietarsaaren mlk,Pedersöre,Pietarsaari mlk,Pedersören kunta,Vaasan lääni,Vasa län,Remain,0.0,598.0,598.0
600,71059.0,Pihlajavesi,,,,Vaasan lääni,Vasa län,Remain,0.0,600.0,600.0
601,71060.0,Pihtipudas,,,,Vaasan lääni,Vasa län,Remain,0.0,601.0,601.0
605,71061.0,Pirttikylä,Pörtom,,,Vaasan lääni,Vasa län,Remain,0.0,605.0,605.0
621,71062.0,Purmo,,,,Vaasan lääni,Vasa län,Remain,0.0,621.0,621.0
633,71063.0,Pylkönmäki,,,,Vaasan lääni,Vasa län,Remain,0.0,633.0,633.0
679,71064.0,Raippaluoto,Replot,,,Vaasan lääni,Vasa län,Remain,0.0,679.0,679.0
729,71065.0,Saarijärvi,,,,Vaasan lääni,Vasa län,Remain,0.0,729.0,729.0
744,71066.0,Seinäjoki mlk,,Seinäjoen mlk,,Vaasan lääni,Vasa län,Remain,0.0,743.0,743.0
750,71067.0,Siipyy,Sideby,,Sidebyy,Vaasan lääni,Vasa län,Remain,0.0,750.0,750.0
759,71068.0,Soini,,,,Vaasan lääni,Vasa län,Remain,0.0,759.0,759.0
769,71069.0,Sulva,Solf,,Solv,Vaasan lääni,Vasa län,Remain,0.0,769.0,769.0
770,71070.0,Sumiainen,,,,Vaasan lääni,Vasa län,Remain,0.0,770.0,770.0
839,71071.0,Teerijärvi,Terjärv,,,Vaasan lääni,Vasa län,Remain,0.0,839.0,839.0
846,71072.0,Teuva,Östermark,,,Vaasan lääni,Vasa län,Remain,0.0,846.0,846.0
847,71073.0,Tiukka,Tjöck,Kristiinankaupungit mlk,Kristiinankaupungin mlk,Vaasan lääni,Vasa län,Remain,0.0,847.0,847.0
849,71074.0,Toholampi,,,,Vaasan lääni,Vasa län,Remain,0.0,849.0,849.0
850,71075.0,Toivakka,,,,Vaasan lääni,Vasa län,Remain,0.0,850.0,850.0
863,71076.0,Töysä,,,,Vaasan lääni,Vasa län,Remain,0.0,863.0,863.0
885,71077.0,Ullava,,,,Vaasan lääni,Vasa län,Remain,0.0,885.0,885.0
894,71078.0,Uudenkaarlepyyn mlk,Nykarleby lk,Uudenkaariepyy mlk,Uudenkaariepyyn mlk,Vaasan lääni,Vasa län,Remain,0.0,893.0,893.0
892,71079.0,Uurainen,,,,Vaasan lääni,Vasa län,Remain,0.0,892.0,892.0
924,71080.0,Veteli,Vetil,,,Vaasan lääni,Vasa län,Remain,0.0,924.0,924.0
931,71081.0,Viitasaari,,,,Vaasan lääni,Vasa län,Remain,0.0,931.0,931.0
934,71082.0,Vimpeli,Vindala,,,Vaasan lääni,Vasa län,Remain,0.0,934.0,934.0
936,71083.0,Virrat,Virdois,,,Vaasan lääni,Vasa län,Remain,0.0,936.0,936.0
942,71084.0,Vähäkyrö,Lillkyro,,,Vaasan lääni,Vasa län,Remain,0.0,942.0,942.0
944,71085.0,Vöyri,Vörä,Vörå,Vörå,Vaasan lääni,Vasa län,Remain,0.0,944.0,944.0
971,71086.0,Ylihärmä,,,,Vaasan lääni,Vasa län,Remain,0.0,971.0,971.0
974,71087.0,Ylimarkku,Övermark,Övermarkku,,Vaasan lääni,Vasa län,Remain,0.0,974.0,974.0
975,71088.0,Ylistaro,,,,Vaasan lääni,Vasa län,Remain,0.0,975.0,975.0
989,71089.0,Ähtäri,,,Ätsäri,Vaasan lääni,Vasa län,Remain,0.0,989.0,989.0
990,71090.0,Ähtävä,Esse,,,Vaasan lääni,Vasa län,Remain,0.0,990.0,990.0
993,71091.0,Äänekosken mlk,,Äänekoski mlk,,Vaasan lääni,Vasa län,Remain,0.0,992.0,992.0
997,71092.0,Öja,,,,Vaasan lääni,Vasa län,Remain,0.0,997.0,288.0
564,80010.0,Oulu,Uleåborg,,,Oulun lääni,Uleåborgs län,Remain,1.0,564.0,564.0
205,80020.0,Kajaani,,,,Oulun lääni,Uleåborgs län,Remain,1.0,205.0,205.0
678,80030.0,Raahe,Brahestad,,,Oulun lääni,Uleåborgs län,Remain,1.0,678.0,678.0
9,81001.0,Alavieska,,,,Oulun lääni,Uleåborgs län,Remain,0.0,9.0,9.0
69,81002.0,Haapajärvi,,,,Oulun lääni,Uleåborgs län,Remain,0.0,69.0,69.0
71,81003.0,Haapavesi,,,,Oulun lääni,Uleåborgs län,Remain,0.0,71.0,71.0
72,81004.0,Hailuoto,Karlö,,,Oulun lääni,Uleåborgs län,Remain,0.0,72.0,72.0
84,81005.0,Haukipudas,,,,Oulun lääni,Uleåborgs län,Remain,0.0,84.0,84.0
105,81006.0,Hyrynsalmi,,,,Oulun lääni,Uleåborgs län,Remain,0.0,105.0,105.0
139,81007.0,Ii,,,,Oulun lääni,Uleåborgs län,Remain,0.0,139.0,139.0
206,81008.0,Kajaanin mlk,Kajaani lk,Kajaani mlk,,Oulun lääni,Uleåborgs län,Remain,0.0,205.0,205.0
208,81009.0,Kalajoki,,,,Oulun lääni,Uleåborgs län,Remain,0.0,208.0,208.0
244,81010.0,Kempele,,,,Oulun lääni,Uleåborgs län,Remain,0.0,244.0,244.0
247,81011.0,Kestilä,,,,Oulun lääni,Uleåborgs län,Remain,0.0,247.0,247.0
255,81012.0,Kiiminki,,,,Oulun lääni,Uleåborgs län,Remain,0.0,255.0,255.0
290,81013.0,Kuhmo,,,Kuhmoniemi,Oulun lääni,Uleåborgs län,Remain,0.0,290.0,290.0
292,81014.0,Kuivaniemi,,,,Oulun lääni,Uleåborgs län,Remain,0.0,292.0,292.0
305,381015.0,Kuusamo,,,,Oulun lääni,Uleåborgs län,North_Partially_Ceded,0.0,305.0,305.0
317,81016.0,Kärsämäki,,,,Oulun lääni,Uleåborgs län,Remain,0.0,317.0,317.0
425,81017.0,Liminka,,,,Oulun lääni,Uleåborgs län,Remain,0.0,425.0,425.0
436,81018.0,Lumijoki,,,,Oulun lääni,Uleåborgs län,Remain,0.0,436.0,436.0
483,81019.0,Merijärvi,,,,Oulun lääni,Uleåborgs län,Remain,0.0,483.0,483.0
494,81020.0,Muhos,,,,Oulun lääni,Uleåborgs län,Remain,0.0,494.0,494.0
535,81021.0,Nivala,,,,Oulun lääni,Uleåborgs län,Remain,0.0,535.0,535.0
563,81022.0,Oulainen,,,,Oulun lääni,Uleåborgs län,Remain,0.0,563.0,563.0
565,81023.0,Oulujoki,,,,Oulun lääni,Uleåborgs län,Remain,0.0,565.0,565.0
567,81024.0,Oulunsalo,,,,Oulun lääni,Uleåborgs län,Remain,0.0,567.0,567.0
575,81025.0,Paavola,,,,Oulun lääni,Uleåborgs län,Remain,0.0,575.0,575.0
578,81026.0,Paltamo,,,,Oulun lääni,Uleåborgs län,Remain,0.0,578.0,578.0
582,81027.0,Pattijoki,,,,Oulun lääni,Uleåborgs län,Remain,0.0,582.0,582.0
603,81028.0,Piippola,,,,Oulun lääni,Uleåborgs län,Remain,0.0,603.0,603.0
615,81029.0,Pudasjärvi,,,,Oulun lääni,Uleåborgs län,Remain,0.0,615.0,615.0
617,81030.0,Pulkkila,,,,Oulun lääni,Uleåborgs län,Remain,0.0,617.0,617.0
620,81031.0,Puolanka,,,,Oulun lääni,Uleåborgs län,Remain,0.0,620.0,620.0
625,81032.0,Pyhäjoki,,,,Oulun lääni,Uleåborgs län,Remain,0.0,625.0,625.0
626,81033.0,Pyhäjärvi,,,Pyhäjärvi O,Oulun lääni,Uleåborgs län,Remain,0.0,626.0,626.0
630,81034.0,Pyhäntä,,,,Oulun lääni,Uleåborgs län,Remain,0.0,630.0,630.0
682,81035.0,Rantsila,,,,Oulun lääni,Uleåborgs län,Remain,0.0,682.0,682.0
688,81036.0,Rautio,,,,Oulun lääni,Uleåborgs län,Remain,0.0,688.0,688.0
691,81037.0,Reisjärvi,,,,Oulun lääni,Uleåborgs län,Remain,0.0,691.0,691.0
693,81038.0,Revonlahti,Revolax,Revolaks,,Oulun lääni,Uleåborgs län,Remain,0.0,693.0,693.0
697,81039.0,Ristijärvi,,,,Oulun lääni,Uleåborgs län,Remain,0.0,697.0,697.0
735,81040.0,Saloinen,,,,Oulun lääni,Uleåborgs län,Remain,0.0,735.0,735.0
